Date,Revenue,COGS
7/18/2016,4037086.77,4032049.3
7/19/2016,4972014.76,4468539.05
7/20/2016,5743038.13,4989427.8
7/21/2016,6234589.1,5454135.01
7/22/2016,6429688.49,5405412.2
7/23/2016,5794840.19,4693760.16
7/24/2016,4992598.4,3988427.93
7/25/2016,6602810.86,5210533.01
7/26/2016,7851989.46,6298482.2
7/27/2016,7880563.86,6294203.51
7/28/2016,10561338.25,8364736.75
7/29/2016,9786083.49,8009568.05
7/30/2016,6346290.87,5035247.55
7/31/2016,11015269.56,8901256.98
8/1/2016,10793582.2,8684114.27
8/2/2016,9744357.22,7715286.95
8/3/2016,9904285.99,7903743.51
8/4/2016,9495153.07,7445312.45
8/5/2016,5608281.75,4405172.77
8/6/2016,3417126.9,2778007.61
8/7/2016,4427581.45,3417549.23
8/8/2016,4350104.4,3457274.61
8/9/2016,5367433.58,4307308.14
8/10/2016,6219835.93,4989664.4
8/11/2016,6515630.05,5260377.53
8/12/2016,6119372.31,4890673.79
8/13/2016,4911652.24,4032826.41
8/14/2016,4133214.74,3276890.85
8/15/2016,5605211.59,4497185.08
8/16/2016,5622571.31,4439845.57
8/17/2016,5481191.48,4224740.02
8/18/2016,9528740.46,7920089.68
8/19/2016,6546299.57,5278113.04
8/20/2016,5781551.94,4564247.81
8/21/2016,6521389.47,5328696.02
8/22/2016,5219998.72,4287522.68
8/23/2016,4815121.42,3868404.84
8/24/2016,6292751.73,5100249.41
8/25/2016,8794928.73,6977759.11
8/26/2016,5680360.34,4488665.83
8/27/2016,4561647.77,3662367.33
8/28/2016,15158669.18,12249721.23
8/29/2016,14043471.1,11328872.12
8/30/2016,13812380.3,11037531.68
8/31/2016,12534594.92,10091516.93
9/1/2016,12403544.62,10116739.78
9/2/2016,2363186.38,2197302.32
9/3/2016,2854708.14,2576390.08
9/4/2016,2911393.7,2610346.46
9/5/2016,4157930.98,3683805.93
9/6/2016,4457820.99,4021959.96
9/7/2016,2727504.52,2482230.36
9/8/2016,2950156.73,2710099.28
9/9/2016,4080455.52,3550531.35
9/10/2016,3383667.97,3081087.79
9/11/2016,4791697.67,4209772.35
9/12/2016,5675073.45,5130706.55
9/13/2016,5639925.61,5076124.78
9/14/2016,4385149.48,3911967.05
9/15/2016,3714513.35,3311188.02
9/16/2016,4018602.31,3556568.41
9/17/2016,4431680.09,3843688.85
9/18/2016,4942620.63,4382989.7
9/19/2016,5350877.2,4783146.79
9/20/2016,4950112.24,4381290.5
9/21/2016,4415854.52,4042078.78
9/22/2016,3570383.96,3326231.28
9/23/2016,4188287.62,3857859.5
9/24/2016,3669054.98,3149906.57
9/25/2016,5830714.93,5221915.5
9/26/2016,6888617.97,6121949.95
9/27/2016,8489123.16,7795904.94
9/28/2016,7567886.85,6824968.63
9/29/2016,5432931.71,4892504.82
9/30/2016,4909635.76,4205412.15
10/1/2016,4366699.03,3701260.21
10/2/2016,2596796.4,1974164.43
10/3/2016,2548741.44,2097911.33
10/4/2016,3461082.31,2850191.25
10/5/2016,3424882.78,2746226.47
10/6/2016,2895028.23,2454432.63
10/7/2016,3222934.99,2477341.55
10/8/2016,3101070.27,2574361.13
10/9/2016,3313712.48,2583489.11
10/10/2016,4264616.83,3371581.16
10/11/2016,4422185.53,3581266.99
10/12/2016,4541598.24,3524730.02
10/13/2016,3317032.06,2649214.4
10/14/2016,3511630.87,2718591.77
10/15/2016,3943248.97,3043533.56
10/16/2016,4376304.87,3413503.15
10/17/2016,3037287.93,2453991.87
10/18/2016,4508859.09,3657069.31
10/19/2016,4228189.57,3396000.86
10/20/2016,2846518.01,2260628.69
10/21/2016,3272036.28,2634207.2
10/22/2016,3948044.16,3231763.1
10/23/2016,3383059.2,2666084.61
10/24/2016,4380387.44,3526727.23
10/25/2016,4299274.8,3249930.02
10/26/2016,4706906.11,3751859.51
10/27/2016,4202633.76,3430770.86
10/28/2016,7095459.64,5821255.79
10/29/2016,7748034.04,6291672.94
10/30/2016,6231866.09,5021019.4
10/31/2016,6154479.92,4923620.6
11/1/2016,7719179.86,6108632.49
11/2/2016,2019573.39,1671538.84
11/3/2016,2167731.38,1630172.24
11/4/2016,2921457.72,2325634.63
11/5/2016,3331729.51,2510325.05
11/6/2016,3177194.93,2614531.12
11/7/2016,4013690.76,3164694.75
11/8/2016,2902668.64,2275142.13
11/9/2016,3088936.2,2415653.4
11/10/2016,3524443.54,2787453.25
11/11/2016,3242466.89,2622416.39
11/12/2016,4067309.35,3215859.82
11/13/2016,4108240.53,3298120.47
11/14/2016,5384564.17,4287246.16
11/15/2016,4067351.79,3266049.08
11/16/2016,2666254.64,2184170.77
11/17/2016,3253737.52,2657687.82
11/18/2016,2750384.49,2341586.51
11/19/2016,3049656.36,2797715.85
11/20/2016,2422645.76,2208447.77
11/21/2016,2849528.18,2622825.33
11/22/2016,2953802.19,3010640.25
11/23/2016,1781135.32,1682846.05
11/24/2016,1693041.1,1727778.84
11/25/2016,3314537.94,3343367.28
11/26/2016,3392192.14,3360164.37
11/27/2016,5299633.2,5281944.59
11/28/2016,5196318.58,5131257.93
11/29/2016,4921786.18,4962698.8
11/30/2016,3832887.02,3897608.89
12/1/2016,2358573.02,2341309.79
12/2/2016,907573.74,925477.21
12/3/2016,1333890.05,1218185.92
12/4/2016,2237557.76,2224630.3
12/5/2016,1925286.27,1939563.58
12/6/2016,2605334.49,2510982.32
12/7/2016,2299467.49,2274139.79
12/8/2016,2075549.34,2136761.21
12/9/2016,2553283.93,2600587.96
12/10/2016,2913080.54,2889190.43
12/11/2016,2853330.5,2812545.24
12/12/2016,3248145.42,3217430
12/13/2016,3823629.31,3830277.56
12/14/2016,2792734.55,2831410.87
12/15/2016,2707101.38,2742933.88
12/16/2016,2646651.72,2651717.38
12/17/2016,3238132.58,3280502.46
12/18/2016,3271429.4,3285398.32
12/19/2016,4135316.35,4095588.8
12/20/2016,4293749.29,4224108.67
12/21/2016,4279775.59,4100591.43
12/22/2016,3117384.48,3057416.11
12/23/2016,2500798.47,2509747.01
12/24/2016,2034069.49,2007308.18
12/25/2016,3488378.94,3406046.44
12/26/2016,3839559.68,3806837.33
12/27/2016,5844260.6,5750792.35
12/28/2016,7554359.22,7421332.69
12/29/2016,7928143.58,7951767.41
12/30/2016,5840732.73,5741938.39
12/31/2016,4969730.15,4920694.41
1/1/2017,3998895.08,3583814.01
1/2/2017,1748553.87,1374452.07
1/3/2017,1891837.91,1573537.28
1/4/2017,847466.28,682698.81
1/5/2017,1464435.52,1145400.53
1/6/2017,2311449.24,1842665.52
1/7/2017,2148635.45,1767280.58
1/8/2017,2907768.3,2272946.44
1/9/2017,3437216.12,2814472.11
1/10/2017,3014515.71,2440786.22
1/11/2017,2227157.79,1674420.56
1/12/2017,2704158.21,2101198.8
1/13/2017,3136819.59,2599219.64
1/14/2017,2056300.58,1704845.73
1/15/2017,2415343.55,1994964.86
1/16/2017,3848368.92,3102404.56
1/17/2017,2829843.68,2229864.7
1/18/2017,2138817.82,1652537.47
1/19/2017,2663777.41,2187863.56
1/20/2017,2871845.05,2318588.01
1/21/2017,2790303.1,2232164.85
1/22/2017,2438538.62,2064760.98
1/23/2017,3466339.69,2719480.1
1/24/2017,2856042.21,2288079.89
1/25/2017,2345949.16,1953862.54
1/26/2017,3398297.86,2689465.29
1/27/2017,3893498.97,3118864.85
1/28/2017,5454445.79,4466542.85
1/29/2017,6530902.38,5313138.23
1/30/2017,5647441.37,4545794.61
1/31/2017,5786663.6,4731579.01
2/1/2017,3754242.39,3007642.45
2/2/2017,2084558.98,1704689.79
2/3/2017,2527455.7,2118774.82
2/4/2017,2511052.37,2067059.03
2/5/2017,2436308.96,2039899.33
2/6/2017,2567404.94,2085607.67
2/7/2017,2738634.88,2219123.05
2/8/2017,1933130.03,1586818.66
2/9/2017,2516914.69,2076822.36
2/10/2017,2588464.94,2130151.17
2/11/2017,3014037.02,2552520.25
2/12/2017,3603536.48,2886850.52
2/13/2017,4440040.43,3602625.97
2/14/2017,3875527.43,3254271.21
2/15/2017,2042667.61,1725509.05
2/16/2017,3533527.8,2858753.36
2/17/2017,3023518.61,2507056.83
2/18/2017,3277433.63,2800726.99
2/19/2017,4520643.56,3744775.49
2/20/2017,5623470.83,4661358.55
2/21/2017,5243661.46,4397106.06
2/22/2017,4461426.24,3673004.77
2/23/2017,5005082.74,4050645.07
2/24/2017,5197080.94,4291124.12
2/25/2017,7193655.77,5984598.22
2/26/2017,6951383.99,5568547.06
2/27/2017,7418488.93,6084966.92
2/28/2017,5900508.14,4852701.48
3/1/2017,4138759.12,3461752.84
3/2/2017,1084768.59,894235.96
3/3/2017,1291387.67,1088338.93
3/4/2017,1414852.54,1091358.11
3/5/2017,2359240.19,1784452.73
3/6/2017,3890607.23,3160109.06
3/7/2017,3220221.21,2644266.94
3/8/2017,4553707.12,3607122.81
3/9/2017,4967983.41,4034647.4
3/10/2017,6057343.95,4929376.63
3/11/2017,4368486.87,3465509.34
3/12/2017,3116003.75,2481856.51
3/13/2017,4924647.72,4152542.23
3/14/2017,5669415.23,4519981.15
3/15/2017,7298281.44,5862653.36
3/16/2017,7437742.79,6020449.52
3/17/2017,7834618.24,6274517.1
3/18/2017,5974783.9,4875618.15
3/19/2017,5122059.27,4468071.53
3/20/2017,5574811.65,4750949.98
3/21/2017,6395400.59,5699224.23
3/22/2017,6704488.72,5884865.16
3/23/2017,8227253.04,7586583.97
3/24/2017,8043513.7,7275137.93
3/25/2017,5949599.34,5438511.57
3/26/2017,5631526.96,5140078.21
3/27/2017,6690279.11,5981854.17
3/28/2017,7528150.84,6808020.58
3/29/2017,8839810.76,8216778.38
3/30/2017,17516038.82,16224964.49
3/31/2017,16556662.03,15209810.1
4/1/2017,15808755.61,14645912.76
4/2/2017,14750037.65,13407725.54
4/3/2017,11986923.68,10898039.76
4/4/2017,3822590.98,3438348.87
4/5/2017,4629254.97,4199168.99
4/6/2017,3991728.43,3603945.57
4/7/2017,3428956.51,3033332.62
4/8/2017,3512061.04,3104040.68
4/9/2017,5195329.1,4683867.18
4/10/2017,4956146.85,4458418.44
4/11/2017,6400896.15,5775011.4
4/12/2017,6346191.53,5932271.71
4/13/2017,6080699.31,5675033.32
4/14/2017,5046450.29,4501125.15
4/15/2017,5118767.2,4382670.97
4/16/2017,5550880.17,4613246.21
4/17/2017,6659045.31,5533903.49
4/18/2017,8056843.67,6512827.94
4/19/2017,8628781.58,6869166.87
4/20/2017,7240460.1,5704449.86
4/21/2017,5516371.41,4399591.55
4/22/2017,5307716.56,4273571.86
4/23/2017,7933547.43,6292750.65
4/24/2017,7075130.23,5783275.04
4/25/2017,8289377.68,6751931.23
4/26/2017,11677117.94,9490915.85
4/27/2017,10910842.34,8767860.5
4/28/2017,8873238.46,7052027.5
4/29/2017,13969061.08,11193381.32
4/30/2017,12763691.95,10213945.04
5/1/2017,10437173.89,8248934.13
5/2/2017,10668293.77,8545428.77
5/3/2017,11066087.91,8850240.81
5/4/2017,5096072.55,4205229.55
5/5/2017,5663567.39,4486107.35
5/6/2017,3743378.15,2996412.53
5/7/2017,4893557.72,3947883.38
5/8/2017,5867384.27,4768855.8
5/9/2017,6383091.75,5203605.53
5/10/2017,7501996.22,6032076.17
5/11/2017,10239562.28,8268973.88
5/12/2017,8320439.9,6726540.41
5/13/2017,7357524.23,5896933.82
5/14/2017,6662133.39,5287890.68
5/15/2017,7541584.53,6196974.67
5/16/2017,6978902.38,5556954.23
5/17/2017,7526190.32,5942140.35
5/18/2017,10554187.11,8417567.55
5/19/2017,8723026.23,6978931.62
5/20/2017,6210104.92,4916762.05
5/21/2017,7924193.43,6410830.66
5/22/2017,7701304.95,6167091.35
5/23/2017,8875094.41,7259320.81
5/24/2017,9809118.2,7989958.15
5/25/2017,12997641.6,10345551.33
5/26/2017,10924584.92,8936147.49
5/27/2017,6842735.97,5377732.71
5/28/2017,6133951.19,4817050.8
5/29/2017,7513494.18,5975112.76
5/30/2017,15437626.24,12468271.46
5/31/2017,17314841.86,13846685.08
6/1/2017,17639270.88,14102311.81
6/2/2017,17528852.88,14154253.77
6/3/2017,15308256.14,12312510.57
6/4/2017,4982217.86,4015671.63
6/5/2017,6879970.92,5535512.4
6/6/2017,5342823.74,4216558.08
6/7/2017,7640608.49,6119021.16
6/8/2017,7229728.05,5870597.71
6/9/2017,6070420.59,4805414.43
6/10/2017,6331260.25,5062026.02
6/11/2017,6522568.24,5237226.84
6/12/2017,6628740.01,5335810.64
6/13/2017,9097973.24,7325847.9
6/14/2017,10026676.46,8103723.85
6/15/2017,7940593.56,6369139.96
6/16/2017,7143718.68,5840484.65
6/17/2017,7455304.37,6136710.77
6/18/2017,7827068.5,6257008.19
6/19/2017,7342525.83,5820728.91
6/20/2017,8225238.75,6368214.24
6/21/2017,10655514.59,8609715.32
6/22/2017,9198620.13,7431185.52
6/23/2017,6526283.84,5230359.86
6/24/2017,7602436.11,6685562.91
6/25/2017,7066545.51,6587328.34
6/26/2017,7983541.46,7671373.55
6/27/2017,9250037.34,9101777.72
6/28/2017,11067229.74,10779722.88
6/29/2017,14575854.67,14163551.21
6/30/2017,10343460.86,10016805.64
7/1/2017,9399552.7,9077728.29
7/2/2017,8465410.55,8425628.54
7/3/2017,7335280.55,7353625.52
7/4/2017,1548331.57,1505172.52
7/5/2017,2498941.43,2468637.84
7/6/2017,3806545.74,3785638.98
7/7/2017,3910669.38,3735165.73
7/8/2017,2775904.89,2709365.34
7/9/2017,4305575.04,4091213.73
7/10/2017,4406742.02,4296558.78
7/11/2017,4944810.32,4863855.67
7/12/2017,4751983.65,4543652.2
7/13/2017,6163660.52,5965250.9
7/14/2017,4470547.96,4429144.59
7/15/2017,4914470.82,4964833.31
7/16/2017,5679726.46,5555676.19
7/17/2017,5903451.12,5721733.07
7/18/2017,5722567,5454385.63
7/19/2017,5823778.88,5343161.22
7/20/2017,7767875.77,6983084.24
7/21/2017,7742137.96,6801188.17
7/22/2017,5031209.52,4280297.37
7/23/2017,5822844.6,4618045.67
7/24/2017,5657508.49,4478937.41
7/25/2017,7277905.64,5735726.58
7/26/2017,8323356.74,6749350.5
7/27/2017,10162217.48,8082143.68
7/28/2017,8483149.48,6878556.14
7/29/2017,7623158.15,6127361.47
7/30/2017,8808543.18,8256517.97
7/31/2017,9466549.72,11128407.08
8/1/2017,7103485.92,8893176.14
8/2/2017,6242432.38,8556480.36
8/3/2017,6560878.74,8998020.07
8/4/2017,5472043.99,7638550.59
8/5/2017,1626028.13,2192300.16
8/6/2017,2056024.63,2936220.92
8/7/2017,2070918.21,2673620.96
8/8/2017,2631383.27,3603508.2
8/9/2017,2635632.31,3591835.02
8/10/2017,3124252.01,4079777.28
8/11/2017,3164344.57,4365179.69
8/12/2017,2404905.33,3325606.06
8/13/2017,2375693.54,3146463.17
8/14/2017,3038574.28,4128458.45
8/15/2017,2570726.93,3709393.15
8/16/2017,3226436.89,4462853.41
8/17/2017,4035498.92,5750566.25
8/18/2017,3226338.29,4356894.77
8/19/2017,2594209.32,3620782.22
8/20/2017,2793076.6,3941814.02
8/21/2017,2634922.72,3676913.21
8/22/2017,3146373.54,4106696.92
8/23/2017,3476965.73,4769850.97
8/24/2017,4910360.99,6796852.79
8/25/2017,3349335.96,4548124.98
8/26/2017,2646726.51,3741666.75
8/27/2017,2383553.18,3067888.41
8/28/2017,3635080.01,5161278.75
8/29/2017,7306573.99,9554867.54
8/30/2017,6946636.36,9396255.8
8/31/2017,7907948.51,10017576
9/1/2017,5962206.68,7605277.51
9/2/2017,6245530.26,7453975.27
9/3/2017,2366258.16,2028274.79
9/4/2017,3110959.61,2696832.33
9/5/2017,4156708.13,3697301.2
9/6/2017,3962558.61,3470517.33
9/7/2017,3177169.11,2911789
9/8/2017,2758623.23,2466116.27
9/9/2017,3407389.12,3057748.67
9/10/2017,2833078.04,2447241.71
9/11/2017,4351501.62,3874079.03
9/12/2017,5272757.92,4657582.93
9/13/2017,4375381.18,3897483.92
9/14/2017,2944995.39,2598454
9/15/2017,4050240.35,3493814.51
9/16/2017,3998480.39,3572766.48
9/17/2017,3646297.83,3324722.05
9/18/2017,4708998.08,4108242.1
9/19/2017,5863767.93,5193156.23
9/20/2017,4348094.84,3813888.37
9/21/2017,3941062.22,3437534.89
9/22/2017,4296469.47,3871217.73
9/23/2017,4068464.64,3622953.87
9/24/2017,3893369.27,3496467.09
9/25/2017,5274815.56,4684517.64
9/26/2017,5803004.55,5062124.41
9/27/2017,7446035.82,6568633.22
9/28/2017,7777371.32,7033425.19
9/29/2017,5297992.65,4816175.26
9/30/2017,5604370.48,4849617.32
10/1/2017,4057941.88,3476480.87
10/2/2017,2879522.46,2342981.57
10/3/2017,2733645.95,2251158.64
10/4/2017,3991921.57,3166198.46
10/5/2017,3219806.7,2540926.63
10/6/2017,2919860.88,2393697.54
10/7/2017,3614512.4,2790501.3
10/8/2017,3915909.65,3064193.34
10/9/2017,3295589.64,2601027.16
10/10/2017,3865996.54,3056078.01
10/11/2017,5115944.9,4157714.79
10/12/2017,4480692.67,3480805.66
10/13/2017,3073492.71,2485145.78
10/14/2017,3790006.69,2996354.65
10/15/2017,3744243.63,2920145.88
10/16/2017,4113305.99,3202804.6
10/17/2017,4345077.6,3330124.96
10/18/2017,6078621.94,4769081.72
10/19/2017,3916465.28,3063562.45
10/20/2017,3454637.53,2776840.51
10/21/2017,3395571.6,2700303.7
10/22/2017,3560322.33,2849008.19
10/23/2017,3915143.5,3019168.91
10/24/2017,3172297.01,2492929.42
10/25/2017,6656072.71,5320570.98
10/26/2017,5244501.34,4208554.22
10/27/2017,3452345.34,2711681.12
10/28/2017,3658997.27,2958790.37
10/29/2017,7644126.36,6130363.53
10/30/2017,7135440.35,5691818.99
10/31/2017,7280919.6,5711548.55
11/1/2017,7083914.55,5591633.48
11/2/2017,5199936.08,4288675.49
11/3/2017,1577128.76,1289906.6
11/4/2017,1931786.56,1566251.33
11/5/2017,2523519.9,2073018.57
11/6/2017,3018330.58,2360833.81
11/7/2017,4095990.43,3338509.96
11/8/2017,4277782.67,3348300.89
11/9/2017,2792998.33,2205753.88
11/10/2017,3541249.75,2843011.6
11/11/2017,2921904.65,2403613.27
11/12/2017,3084484.33,2422146.93
11/13/2017,3746234.93,2946152.31
11/14/2017,4154076.39,3314644.14
11/15/2017,3854132.18,3119546.66
11/16/2017,3066706.38,2516030.25
11/17/2017,2781968.82,2191402.04
11/18/2017,2774765.8,2218818.06
11/19/2017,3132539.58,2911417.5
11/20/2017,2995966.89,2760945.71
11/21/2017,2297213.47,2128140.16
11/22/2017,2248567.69,2263677.12
11/23/2017,1749357.29,1656734.06
11/24/2017,1620958.87,1618303.7
11/25/2017,2674533.14,2727514.77
11/26/2017,2940959.43,2955583.74
11/27/2017,3888410.38,3813390.96
11/28/2017,5847881.51,5752351.51
11/29/2017,4871438.96,4803864.88
11/30/2017,4264134.96,4156136.15
12/1/2017,2565213.32,2510402.2
12/2/2017,2798541.49,2818052.3
12/3/2017,1410398.63,1318304.86
12/4/2017,1209471.35,1144863.17
12/5/2017,1723297.16,1680632.44
12/6/2017,1875094.15,1865514.43
12/7/2017,2133387.42,2193351.43
12/8/2017,1553493.17,1488945.36
12/9/2017,1605808.62,1631952.74
12/10/2017,1836022.63,1769756.1
12/11/2017,2040261.84,2142116.71
12/12/2017,2636835.06,2612267.82
12/13/2017,2887343.12,2845278.71
12/14/2017,2544808.4,2511218.15
12/15/2017,2615767.25,2602096.36
12/16/2017,1895310.17,1824600.76
12/17/2017,2997880.85,2962168.44
12/18/2017,2575839.99,2572642.87
12/19/2017,2830509.48,2835294.19
12/20/2017,3950305.28,3962113.72
12/21/2017,2446276.92,2392977.63
12/22/2017,2423079.28,2383321.92
12/23/2017,2343205.29,2302420.5
12/24/2017,1582944.12,1537881.36
12/25/2017,1888197.46,1829750.85
12/26/2017,2701416.56,2654070.12
12/27/2017,4103218.35,4112542.69
12/28/2017,3545279.44,3453711.8
12/29/2017,6520226.98,6483039.79
12/30/2017,5342810.18,5371586.26
12/31/2017,5157535.61,5013423.96
1/1/2018,4076479.77,3905605.37
1/2/2018,3624718.09,3245091.67
1/3/2018,1228388.32,997328.86
1/4/2018,1209588,943742.57
1/5/2018,1515574.79,1226621.86
1/6/2018,1836672.15,1424469.16
1/7/2018,1476050.73,1224918.4
1/8/2018,2536686.97,2085102.3
1/9/2018,2729162.63,2140605.04
1/10/2018,2434343.96,1884221.76
1/11/2018,2183840.91,1845305.97
1/12/2018,2862550.24,2341061.28
1/13/2018,2753366.32,2271479.73
1/14/2018,2226116.52,1762940.79
1/15/2018,3128561.64,2520530.26
1/16/2018,3770286.85,3022848.85
1/17/2018,3240996.79,2645347.64
1/18/2018,2110305.53,1667911.37
1/19/2018,2086549.59,1700643.75
1/20/2018,2418121.84,2008335.01
1/21/2018,2484308.01,1971853.24
1/22/2018,3315490.36,2730843.03
1/23/2018,4611238.46,3755442.15
1/24/2018,3270861.1,2653232.42
1/25/2018,2275701.54,1820602.61
1/26/2018,2897617.42,2400983.47
1/27/2018,3617772.88,2965865.28
1/28/2018,3128272.36,2453931.52
1/29/2018,5197360.04,4086899.16
1/30/2018,5706924.49,4618954.53
1/31/2018,5009601.43,4199624.93
2/1/2018,3670728.79,3012405.31
2/2/2018,4258063.02,3505527.95
2/3/2018,1981564.16,1568068.11
2/4/2018,2874335.62,2202119.84
2/5/2018,3130745.66,2498095.83
2/6/2018,3339473.15,2568216.59
2/7/2018,2805812.6,2202832.26
2/8/2018,2150875.76,1718669.78
2/9/2018,2144621.01,1686060.42
2/10/2018,2584198.15,2095864.1
2/11/2018,2962791.58,2320546.01
2/12/2018,3622566.63,2796978.04
2/13/2018,4418784.14,3538184.9
2/14/2018,4218153.95,3395697.77
2/15/2018,3128927.36,2501462.4
2/16/2018,3463265.1,2649618.11
2/17/2018,4206774.3,3318989.93
2/18/2018,3926304.19,3167573.08
2/19/2018,4186201.52,3338454.11
2/20/2018,5091061.73,4033905.61
2/21/2018,3907743.08,3150049.7
2/22/2018,3063440.84,2341066.15
2/23/2018,3544367.16,2804587.84
2/24/2018,3364498.21,2679591.94
2/25/2018,4015454.83,3238625.9
2/26/2018,7426597.23,5998758.22
2/27/2018,8416365.51,6844455.72
2/28/2018,8409092.75,6627677.09
3/1/2018,6963830.59,5570058.79
3/2/2018,5613671.87,4371797.12
3/3/2018,1177076.3,967531.27
3/4/2018,2218712.31,1781519.01
3/5/2018,2742871.53,2230053.99
3/6/2018,3203122.41,2519131.06
3/7/2018,4507553.37,3470623.71
3/8/2018,3419972.83,2864363.46
3/9/2018,3250890.44,2689334.35
3/10/2018,3479853.91,2832299.24
3/11/2018,4342360.28,3337146.36
3/12/2018,3648185.26,2790754.99
3/13/2018,5344808.38,4343953.93
3/14/2018,6867137.98,5489756.33
3/15/2018,6357153,4930724.06
3/16/2018,4667689.08,3716263.52
3/17/2018,6875294.96,5458868.53
3/18/2018,5615859.9,4613908.21
3/19/2018,5314373.17,4472182.88
3/20/2018,6054738.37,5116787.38
3/21/2018,6826815.9,5913005.8
3/22/2018,5512035.33,4925778.06
3/23/2018,4008326.65,3711085.6
3/24/2018,5227586.74,4619965.13
3/25/2018,4970364.06,4473153.96
3/26/2018,6133670.91,5616024.38
3/27/2018,6350306.2,5743746.71
3/28/2018,8582287.61,7811323.78
3/29/2018,7363015.35,6638405.71
3/30/2018,12176690.89,10927925.46
3/31/2018,11278748.95,10156610.77
4/1/2018,9326921.27,8552479.35
4/2/2018,9532990.22,8745489.29
4/3/2018,9176055.6,8274855.19
4/4/2018,3771895.32,3451444.47
4/5/2018,2915055.94,2584733.26
4/6/2018,3716970.57,3290630.48
4/7/2018,4650087.25,4137264.98
4/8/2018,4317415.31,3833384.91
4/9/2018,4916546.48,4479387.83
4/10/2018,7060893.97,6323343.96
4/11/2018,5719121.32,5144349.61
4/12/2018,4925768.26,4274900.55
4/13/2018,4955951.73,4445276.84
4/14/2018,5934960.89,5111153.97
4/15/2018,5904150.09,4782715.57
4/16/2018,7603253.45,6190718.89
4/17/2018,9179593.09,7283796.97
4/18/2018,9507550.23,7504171.54
4/19/2018,6670677.39,5141784.57
4/20/2018,7753365.66,6032943.55
4/21/2018,6793803.83,5216087.55
4/22/2018,7058897.65,5480418.64
4/23/2018,8991635.45,7095225.16
4/24/2018,10052878.22,8047009.91
4/25/2018,9547875.66,7562805.33
4/26/2018,7281885.08,5826147.75
4/27/2018,7916179.31,6291028.22
4/28/2018,10502784.65,8150501.12
4/29/2018,12074392.53,9758209.64
4/30/2018,12464011.32,10080235.11
5/1/2018,13778926.53,10888681.41
5/2/2018,12779953.62,10186293.15
5/3/2018,9480205.54,7740627.05
5/4/2018,3081716.09,2431808.71
5/5/2018,4882374.55,3844333.13
5/6/2018,4852630.6,3859217.33
5/7/2018,5630735.57,4477313.26
5/8/2018,5961711.29,4782188.47
5/9/2018,8207932.76,6468074.72
5/10/2018,7249267.2,5767724.99
5/11/2018,5934039.42,4706572.43
5/12/2018,5782619.05,4599452.28
5/13/2018,5902938.45,4640987.62
5/14/2018,7023913.46,5532477.08
5/15/2018,8789772.31,6971865.67
5/16/2018,9398231.32,7399830.54
5/17/2018,9816742.13,7698242.57
5/18/2018,7337944.43,5819237.35
5/19/2018,6925640.35,5627670.43
5/20/2018,8653992.04,6799995.97
5/21/2018,6241809.14,4958178.74
5/22/2018,7847121.97,6132458.54
5/23/2018,11779004.94,9369180.79
5/24/2018,9030397.74,7160269.86
5/25/2018,6498399.18,5141245.68
5/26/2018,5600677.63,4596266.34
5/27/2018,6413198.63,5135755.4
5/28/2018,7438573.25,5854231.41
5/29/2018,10262818.32,7905889.83
5/30/2018,20905271.35,16535857.67
5/31/2018,19289944.12,15561846.1
6/1/2018,19245165.78,15287542.6
6/2/2018,17529108.34,13707707.44
6/3/2018,13779702.07,10827445.24
6/4/2018,4373078.45,3458754.81
6/5/2018,5537841.59,4323885.63
6/6/2018,6238754.07,4903699.53
6/7/2018,4523493.87,3579003.08
6/8/2018,5863271.23,4570207.33
6/9/2018,7018402.9,5469599.5
6/10/2018,6333777.67,5115963.75
6/11/2018,7812992.68,6338472.32
6/12/2018,8959000,7232971.98
6/13/2018,9047626.88,7216006.11
6/14/2018,6994969.99,5361729.98
6/15/2018,7278400.85,5850026.61
6/16/2018,9653316.6,7581593.64
6/17/2018,8270248.42,6473926.23
6/18/2018,9578590.6,7481623.41
6/19/2018,10591854.27,8526409.74
6/20/2018,10442554.6,8340504.64
6/21/2018,7960357.2,6345143.3
6/22/2018,7890035.7,6262366.78
6/23/2018,7919846.87,6623002.69
6/24/2018,7114017.67,6244799.31
6/25/2018,8744485.32,8162955.36
6/26/2018,10888893.34,10123784.8
6/27/2018,11081146.52,10874461.91
6/28/2018,8513932.2,8332592.17
6/29/2018,12484085.14,11945221.58
6/30/2018,10005221.27,9784802.48
7/1/2018,8830377.17,8529895.83
7/2/2018,8070014.23,7743177.14
7/3/2018,9033060.75,8644208.55
7/4/2018,2096565.2,2027736.06
7/5/2018,2944993.36,2822619.07
7/6/2018,2036989.14,2040145.8
7/7/2018,3253556.07,3156576.31
7/8/2018,2752144.2,2725199.41
7/9/2018,4430764.61,4215804.43
7/10/2018,5201122.72,4881351.11
7/11/2018,6502831.07,6236313.66
7/12/2018,6228668.47,6094439.16
7/13/2018,4250921.4,4213700.8
7/14/2018,4868504.46,4786402.77
7/15/2018,5393026.83,5249791.03
7/16/2018,4994805.9,4716050.05
7/17/2018,5712604.18,5386803.9
7/18/2018,7639039.23,7484190.04
7/19/2018,6252432.84,5912775.72
7/20/2018,5761282.54,5222554.73
7/21/2018,4939690.9,4320031.79
7/22/2018,5641320.53,4834937.23
7/23/2018,6121614.15,4864263.18
7/24/2018,6821739.77,5344675.82
